63 -1||| 62 -1||| 61 -1||| 60 -1||| 59 -1||| 58 -1||| 
13 ||| 29 ||| 28 ||| 63 ||| 63 ||| 63 ||| 

13 ||| 29 ||| 29 ||| 63 ||| 63 ||| 63 ||| 

13 ||| 30 ||| 29 ||| 63 ||| 63 ||| 63 ||| 

14 ||| 30 ||| 29 ||| 63 ||| 63 ||| 63 ||| 

14 ||| 31 ||| 29 ||| 63 ||| 63 ||| 63 ||| 

15 ||| 31 ||| 29 ||| 63 ||| 63 ||| 63 ||| 

15 ||| 31 ||| 30 ||| 63 ||| 63 ||| 63 ||| 

15 ||| 31 ||| 31 ||| 63 ||| 63 ||| 63 ||| 

15 ||| 0 ||| 31 ||| 63 ||| 63 ||| 63 ||| 

16 ||| 0 ||| 31 ||| 63 ||| 63 ||| 63 ||| 

16 ||| 0 ||| 0 ||| 63 ||| 63 ||| 63 ||| 

17 ||| 0 ||| 0 ||| 63 ||| 63 ||| 63 ||| 

17 ||| 1 ||| 0 ||| 63 ||| 63 ||| 63 ||| 

17 ||| 2 ||| 0 ||| 63 ||| 63 ||| 63 ||| 

17 ||| 2 ||| 1 ||| 63 ||| 63 ||| 63 ||| 

18 ||| 2 ||| 1 ||| 63 ||| 63 ||| 63 ||| 

18 ||| 3 ||| 1 ||| 63 ||| 63 ||| 63 ||| 

18 ||| 3 ||| 2 ||| 63 ||| 63 ||| 63 ||| 

19 ||| 3 ||| 2 ||| 63 ||| 63 ||| 63 ||| 

19 ||| 4 ||| 2 ||| 63 ||| 63 ||| 63 ||| 

20 ||| 4 ||| 2 ||| 63 ||| 63 ||| 63 ||| 

20 ||| 4 ||| 3 ||| 63 ||| 63 ||| 63 ||| 

21 ||| 4 ||| 3 ||| 63 ||| 63 ||| 63 ||| 

21 ||| 4 ||| 4 ||| 63 ||| 63 ||| 63 ||| 

21 ||| 5 ||| 4 ||| 63 ||| 63 ||| 63 ||| 

22 ||| 5 ||| 4 ||| 63 ||| 63 ||| 63 ||| 

22 ||| 5 ||| 5 ||| 63 ||| 63 ||| 63 ||| 

22 ||| 6 ||| 5 ||| 63 ||| 63 ||| 63 ||| 

23 ||| 6 ||| 5 ||| 63 ||| 63 ||| 63 ||| 

23 ||| 6 ||| 6 ||| 63 ||| 63 ||| 63 ||| 

23 ||| 7 ||| 6 ||| 63 ||| 63 ||| 63 ||| 

24 ||| 7 ||| 6 ||| 63 ||| 63 ||| 63 ||| 

24 ||| 8 ||| 6 ||| 63 ||| 63 ||| 63 ||| 

24 ||| 8 ||| 7 ||| 63 ||| 63 ||| 63 ||| 

24 ||| 8 ||| 8 ||| 63 ||| 63 ||| 63 ||| 

24 ||| 9 ||| 8 ||| 63 ||| 63 ||| 63 ||| 

25 ||| 9 ||| 8 ||| 63 ||| 63 ||| 63 ||| 

25 ||| 9 ||| 9 ||| 63 ||| 63 ||| 63 ||| 

25 ||| 10 ||| 9 ||| 63 ||| 63 ||| 63 ||| 

26 ||| 10 ||| 9 ||| 63 ||| 63 ||| 63 ||| 

26 ||| 10 ||| 10 ||| 63 ||| 63 ||| 63 ||| 

27 ||| 10 ||| 10 ||| 63 ||| 63 ||| 63 ||| 

27 ||| 11 ||| 10 ||| 63 ||| 63 ||| 63 ||| 

28 ||| 11 ||| 10 ||| 63 ||| 63 ||| 63 ||| 

28 ||| 11 ||| 11 ||| 63 ||| 63 ||| 63 ||| 

28 ||| 12 ||| 11 ||| 63 ||| 63 ||| 63 ||| 

28 ||| 12 ||| 12 ||| 63 ||| 63 ||| 63 ||| 

29 ||| 12 ||| 12 ||| 63 ||| 63 ||| 63 ||| 

29 ||| 13 ||| 12 ||| 63 ||| 63 ||| 63 ||| 

29 ||| 14 ||| 12 ||| 63 ||| 63 ||| 63 ||| 

30 ||| 14 ||| 12 ||| 63 ||| 63 ||| 63 ||| 

30 ||| 14 ||| 13 ||| 63 ||| 63 ||| 63 ||| 

30 ||| 14 ||| 14 ||| 63 ||| 63 ||| 63 ||| 

31 ||| 14 ||| 14 ||| 63 ||| 63 ||| 63 ||| 

31 ||| 15 ||| 14 ||| 63 ||| 63 ||| 63 ||| 

0 ||| 15 ||| 14 ||| 63 ||| 63 ||| 63 ||| 

0 ||| 15 ||| 15 ||| 63 ||| 63 ||| 63 ||| 

0 ||| 16 ||| 15 ||| 63 ||| 63 ||| 63 ||| 

1 ||| 16 ||| 15 ||| 63 ||| 63 ||| 63 ||| 

1 ||| 16 ||| 16 ||| 63 ||| 63 ||| 63 ||| 

1 ||| 17 ||| 16 ||| 63 ||| 63 ||| 63 ||| 

1 ||| 18 ||| 16 ||| 63 ||| 63 ||| 63 ||| 

2 ||| 18 ||| 16 ||| 63 ||| 63 ||| 63 ||| 

2 ||| 18 ||| 17 ||| 63 ||| 63 ||| 63 ||| 

3 ||| 18 ||| 17 ||| 63 ||| 63 ||| 63 ||| 

3 ||| 18 ||| 18 ||| 63 ||| 63 ||| 63 ||| 

3 ||| 19 ||| 18 ||| 63 ||| 63 ||| 63 ||| 

4 ||| 19 ||| 18 ||| 63 ||| 63 ||| 63 ||| 

4 ||| 19 ||| 19 ||| 63 ||| 63 ||| 63 ||| 

4 ||| 20 ||| 19 ||| 63 ||| 63 ||| 63 ||| 

4 ||| 20 ||| 20 ||| 63 ||| 63 ||| 63 ||| 

5 ||| 20 ||| 20 ||| 63 ||| 63 ||| 63 ||| 

5 ||| 21 ||| 20 ||| 63 ||| 63 ||| 63 ||| 

5 ||| 21 ||| 21 ||| 63 ||| 63 ||| 63 ||| 

6 ||| 21 ||| 21 ||| 63 ||| 63 ||| 63 ||| 

6 ||| 22 ||| 21 ||| 63 ||| 63 ||| 63 ||| 

6 ||| 22 ||| 22 ||| 63 ||| 63 ||| 63 ||| 

7 ||| 22 ||| 22 ||| 63 ||| 63 ||| 63 ||| 

7 ||| 23 ||| 22 ||| 63 ||| 63 ||| 63 ||| 

7 ||| 23 ||| 23 ||| 63 ||| 63 ||| 63 ||| 

8 ||| 23 ||| 23 ||| 63 ||| 63 ||| 63 ||| 

8 ||| 24 ||| 23 ||| 63 ||| 63 ||| 63 ||| 

8 ||| 25 ||| 23 ||| 63 ||| 63 ||| 63 ||| 

8 ||| 25 ||| 24 ||| 63 ||| 63 ||| 63 ||| 

9 ||| 25 ||| 24 ||| 63 ||| 63 ||| 63 ||| 

9 ||| 26 ||| 24 ||| 63 ||| 63 ||| 63 ||| 

10 ||| 26 ||| 24 ||| 63 ||| 63 ||| 63 ||| 

10 ||| 26 ||| 25 ||| 63 ||| 63 ||| 63 ||| 

10 ||| 26 ||| 26 ||| 63 ||| 63 ||| 63 ||| 

10 ||| 27 ||| 26 ||| 63 ||| 63 ||| 63 ||| 

11 ||| 27 ||| 26 ||| 63 ||| 63 ||| 63 ||| 

11 ||| 27 ||| 27 ||| 63 ||| 63 ||| 63 ||| 

12 ||| 27 ||| 27 ||| 63 ||| 63 ||| 63 ||| 

12 ||| 28 ||| 27 ||| 63 ||| 63 ||| 63 ||| 

12 ||| 29 ||| 27 ||| 63 ||| 63 ||| 63 ||| 

12 ||| 29 ||| 28 ||| 63 ||| 63 ||| 63 ||| 

13 ||| 29 ||| 28 ||| 63 ||| 63 ||| 63 ||| 

14 ||| 29 ||| 28 ||| 63 ||| 63 ||| 63 ||| 

14 ||| 30 ||| 28 ||| 63 ||| 63 ||| 63 ||| 

14 ||| 30 ||| 29 ||| 63 ||| 63 ||| 63 ||| 

14 ||| 31 ||| 29 ||| 63 ||| 63 ||| 63 ||| 

15 ||| 31 ||| 29 ||| 63 ||| 63 ||| 63 ||| 

15 ||| 31 ||| 30 ||| 63 ||| 63 ||| 63 ||| 

16 ||| 31 ||| 30 ||| 63 ||| 63 ||| 63 ||| 

16 ||| 31 ||| 31 ||| 63 ||| 63 ||| 63 ||| 

16 ||| 0 ||| 31 ||| 63 ||| 63 ||| 63 ||| 

17 ||| 0 ||| 31 ||| 63 ||| 63 ||| 63 ||| 

17 ||| 1 ||| 31 ||| 63 ||| 63 ||| 63 ||| 

17 ||| 1 ||| 0 ||| 63 ||| 63 ||| 63 ||| 

17 ||| 1 ||| 1 ||| 63 ||| 63 ||| 63 ||| 

17 ||| 2 ||| 1 ||| 63 ||| 63 ||| 63 ||| 

18 ||| 2 ||| 1 ||| 63 ||| 63 ||| 63 ||| 

19 ||| 2 ||| 1 ||| 63 ||| 63 ||| 63 ||| 

19 ||| 2 ||| 2 ||| 63 ||| 63 ||| 63 ||| 

19 ||| 3 ||| 2 ||| 63 ||| 63 ||| 63 ||| 

19 ||| 3 ||| 3 ||| 63 ||| 63 ||| 63 ||| 

19 ||| 4 ||| 3 ||| 63 ||| 63 ||| 63 ||| 

20 ||| 4 ||| 3 ||| 63 ||| 63 ||| 63 ||| 

20 ||| 4 ||| 4 ||| 63 ||| 63 ||| 63 ||| 

20 ||| 5 ||| 4 ||| 63 ||| 63 ||| 63 ||| 

21 ||| 5 ||| 4 ||| 63 ||| 63 ||| 63 ||| 

21 ||| 6 ||| 4 ||| 63 ||| 63 ||| 63 ||| 

21 ||| 6 ||| 5 ||| 63 ||| 63 ||| 63 ||| 

22 ||| 6 ||| 5 ||| 63 ||| 63 ||| 63 ||| 

22 ||| 6 ||| 6 ||| 63 ||| 63 ||| 63 ||| 

22 ||| 7 ||| 6 ||| 63 ||| 63 ||| 63 ||| 

23 ||| 7 ||| 6 ||| 63 ||| 63 ||| 63 ||| 

24 ||| 7 ||| 6 ||| 63 ||| 63 ||| 63 ||| 

24 ||| 7 ||| 7 ||| 63 ||| 63 ||| 63 ||| 

24 ||| 8 ||| 7 ||| 63 ||| 63 ||| 63 ||| 

24 ||| 8 ||| 8 ||| 63 ||| 63 ||| 63 ||| 

25 ||| 8 ||| 8 ||| 63 ||| 63 ||| 63 ||| 

25 ||| 9 ||| 8 ||| 63 ||| 63 ||| 63 ||| 

25 ||| 9 ||| 9 ||| 63 ||| 63 ||| 63 ||| 

26 ||| 9 ||| 9 ||| 63 ||| 63 ||| 63 ||| 

26 ||| 10 ||| 9 ||| 63 ||| 63 ||| 63 ||| 

26 ||| 11 ||| 9 ||| 63 ||| 63 ||| 63 ||| 

27 ||| 11 ||| 9 ||| 63 ||| 63 ||| 63 ||| 

27 ||| 11 ||| 10 ||| 63 ||| 63 ||| 63 ||| 

28 ||| 11 ||| 10 ||| 63 ||| 63 ||| 63 ||| 

28 ||| 11 ||| 11 ||| 63 ||| 63 ||| 63 ||| 

28 ||| 12 ||| 11 ||| 63 ||| 63 ||| 63 ||| 

28 ||| 13 ||| 11 ||| 63 ||| 63 ||| 63 ||| 

29 ||| 13 ||| 11 ||| 63 ||| 63 ||| 63 ||| 

29 ||| 13 ||| 12 ||| 63 ||| 63 ||| 63 ||| 

30 ||| 13 ||| 12 ||| 63 ||| 63 ||| 63 ||| 

30 ||| 14 ||| 12 ||| 63 ||| 63 ||| 63 ||| 

30 ||| 14 ||| 13 ||| 63 ||| 63 ||| 63 ||| 

30 ||| 15 ||| 13 ||| 63 ||| 63 ||| 63 ||| 

30 ||| 15 ||| 14 ||| 63 ||| 63 ||| 63 ||| 

31 ||| 15 ||| 14 ||| 63 ||| 63 ||| 63 ||| 

31 ||| 15 ||| 15 ||| 63 ||| 63 ||| 63 ||| 

0 ||| 15 ||| 15 ||| 63 ||| 63 ||| 63 ||| 

0 ||| 16 ||| 15 ||| 63 ||| 63 ||| 63 ||| 

0 ||| 16 ||| 16 ||| 63 ||| 63 ||| 63 ||| 

1 ||| 16 ||| 16 ||| 63 ||| 63 ||| 63 ||| 

1 ||| 17 ||| 16 ||| 63 ||| 63 ||| 63 ||| 

2 ||| 17 ||| 16 ||| 63 ||| 63 ||| 63 ||| 

2 ||| 17 ||| 17 ||| 63 ||| 63 ||| 63 ||| 

2 ||| 18 ||| 17 ||| 63 ||| 63 ||| 63 ||| 

2 ||| 19 ||| 17 ||| 63 ||| 63 ||| 63 ||| 

2 ||| 19 ||| 18 ||| 63 ||| 63 ||| 63 ||| 

3 ||| 19 ||| 18 ||| 63 ||| 63 ||| 63 ||| 

3 ||| 20 ||| 18 ||| 63 ||| 63 ||| 63 ||| 

4 ||| 20 ||| 18 ||| 63 ||| 63 ||| 63 ||| 

4 ||| 20 ||| 19 ||| 63 ||| 63 ||| 63 ||| 

4 ||| 21 ||| 19 ||| 63 ||| 63 ||| 63 ||| 

5 ||| 21 ||| 19 ||| 63 ||| 63 ||| 63 ||| 

5 ||| 21 ||| 20 ||| 63 ||| 63 ||| 63 ||| 

5 ||| 22 ||| 20 ||| 63 ||| 63 ||| 63 ||| 

6 ||| 22 ||| 20 ||| 63 ||| 63 ||| 63 ||| 

6 ||| 22 ||| 21 ||| 63 ||| 63 ||| 63 ||| 

6 ||| 23 ||| 21 ||| 63 ||| 63 ||| 63 ||| 

6 ||| 23 ||| 22 ||| 63 ||| 63 ||| 63 ||| 

7 ||| 23 ||| 22 ||| 63 ||| 63 ||| 63 ||| 

7 ||| 24 ||| 22 ||| 63 ||| 63 ||| 63 ||| 

8 ||| 24 ||| 22 ||| 63 ||| 63 ||| 63 ||| 

8 ||| 24 ||| 23 ||| 63 ||| 63 ||| 63 ||| 

9 ||| 24 ||| 23 ||| 63 ||| 63 ||| 63 ||| 

9 ||| 24 ||| 24 ||| 63 ||| 63 ||| 63 ||| 

9 ||| 25 ||| 24 ||| 63 ||| 63 ||| 63 ||| 

9 ||| 25 ||| 25 ||| 63 ||| 63 ||| 63 ||| 

10 ||| 25 ||| 25 ||| 63 ||| 63 ||| 63 ||| 

10 ||| 26 ||| 25 ||| 63 ||| 63 ||| 63 ||| 

10 ||| 26 ||| 26 ||| 63 ||| 63 ||| 63 ||| 

11 ||| 26 ||| 26 ||| 63 ||| 63 ||| 63 ||| 

11 ||| 27 ||| 26 ||| 63 ||| 63 ||| 63 ||| 

11 ||| 27 ||| 27 ||| 63 ||| 63 ||| 63 ||| 

11 ||| 28 ||| 27 ||| 63 ||| 63 ||| 63 ||| 

12 ||| 28 ||| 27 ||| 63 ||| 63 ||| 63 ||| 

13 ||| 28 ||| 27 ||| 63 ||| 63 ||| 63 ||| 

13 ||| 28 ||| 28 ||| 63 ||| 63 ||| 63 ||| 

13 ||| 29 ||| 28 ||| 63 ||| 63 ||| 63 ||| 

14 ||| 29 ||| 28 ||| 63 ||| 63 ||| 63 ||| 

14 ||| 30 ||| 28 ||| 63 ||| 63 ||| 63 ||| 

14 ||| 30 ||| 29 ||| 63 ||| 63 ||| 63 ||| 

14 ||| 31 ||| 29 ||| 63 ||| 63 ||| 63 ||| 

15 ||| 31 ||| 29 ||| 63 ||| 63 ||| 63 ||| 

15 ||| 31 ||| 30 ||| 63 ||| 63 ||| 63 ||| 

16 ||| 31 ||| 30 ||| 63 ||| 63 ||| 63 ||| 

16 ||| 31 ||| 31 ||| 63 ||| 63 ||| 63 ||| 

16 ||| 0 ||| 31 ||| 63 ||| 63 ||| 63 ||| 

16 ||| 1 ||| 31 ||| 63 ||| 63 ||| 63 ||| 

16 ||| 1 ||| 0 ||| 63 ||| 63 ||| 63 ||| 

17 ||| 1 ||| 0 ||| 63 ||| 63 ||| 63 ||| 

17 ||| 1 ||| 1 ||| 63 ||| 63 ||| 63 ||| 

18 ||| 1 ||| 1 ||| 63 ||| 63 ||| 63 ||| 

18 ||| 2 ||| 1 ||| 63 ||| 63 ||| 63 ||| 

18 ||| 2 ||| 2 ||| 63 ||| 63 ||| 63 ||| 

19 ||| 2 ||| 2 ||| 63 ||| 63 ||| 63 ||| 

19 ||| 3 ||| 2 ||| 63 ||| 63 ||| 63 ||| 

19 ||| 4 ||| 2 ||| 63 ||| 63 ||| 63 ||| 

19 ||| 4 ||| 3 ||| 63 ||| 63 ||| 63 ||| 

20 ||| 4 ||| 3 ||| 63 ||| 63 ||| 63 ||| 

20 ||| 4 ||| 4 ||| 63 ||| 63 ||| 63 ||| 

20 ||| 5 ||| 4 ||| 63 ||| 63 ||| 63 ||| 

21 ||| 5 ||| 4 ||| 63 ||| 63 ||| 63 ||| 

21 ||| 5 ||| 5 ||| 63 ||| 63 ||| 63 ||| 

22 ||| 5 ||| 5 ||| 63 ||| 63 ||| 63 ||| 

22 ||| 6 ||| 5 ||| 63 ||| 63 ||| 63 ||| 

23 ||| 6 ||| 5 ||| 63 ||| 63 ||| 63 ||| 

23 ||| 7 ||| 5 ||| 63 ||| 63 ||| 63 ||| 

23 ||| 7 ||| 6 ||| 63 ||| 63 ||| 63 ||| 

23 ||| 7 ||| 7 ||| 63 ||| 63 ||| 63 ||| 

24 ||| 7 ||| 7 ||| 63 ||| 63 ||| 63 ||| 

24 ||| 8 ||| 7 ||| 63 ||| 63 ||| 63 ||| 

25 ||| 8 ||| 7 ||| 63 ||| 63 ||| 63 ||| 

25 ||| 8 ||| 8 ||| 63 ||| 63 ||| 63 ||| 

25 ||| 9 ||| 8 ||| 63 ||| 63 ||| 63 ||| 

26 ||| 9 ||| 8 ||| 63 ||| 63 ||| 63 ||| 

26 ||| 9 ||| 9 ||| 63 ||| 63 ||| 63 ||| 

26 ||| 10 ||| 9 ||| 63 ||| 63 ||| 63 ||| 

26 ||| 11 ||| 9 ||| 63 ||| 63 ||| 63 ||| 

27 ||| 11 ||| 9 ||| 63 ||| 63 ||| 63 ||| 

27 ||| 11 ||| 10 ||| 63 ||| 63 ||| 63 ||| 

28 ||| 11 ||| 10 ||| 63 ||| 63 ||| 63 ||| 

28 ||| 12 ||| 10 ||| 63 ||| 63 ||| 63 ||| 

28 ||| 12 ||| 11 ||| 63 ||| 63 ||| 63 ||| 

29 ||| 12 ||| 11 ||| 63 ||| 63 ||| 63 ||| 

29 ||| 13 ||| 11 ||| 63 ||| 63 ||| 63 ||| 

29 ||| 13 ||| 12 ||| 63 ||| 63 ||| 63 ||| 

29 ||| 13 ||| 13 ||| 63 ||| 63 ||| 63 ||| 

29 ||| 14 ||| 13 ||| 63 ||| 63 ||| 63 ||| 

30 ||| 14 ||| 13 ||| 63 ||| 63 ||| 63 ||| 

31 ||| 14 ||| 13 ||| 63 ||| 63 ||| 63 ||| 

31 ||| 15 ||| 13 ||| 63 ||| 63 ||| 63 ||| 

31 ||| 15 ||| 14 ||| 63 ||| 63 ||| 63 ||| 

0 ||| 15 ||| 14 ||| 63 ||| 63 ||| 63 ||| 

0 ||| 15 ||| 15 ||| 63 ||| 63 ||| 63 ||| 

0 ||| 16 ||| 15 ||| 63 ||| 63 ||| 63 ||| 

1 ||| 16 ||| 15 ||| 63 ||| 63 ||| 63 ||| 

1 ||| 16 ||| 16 ||| 63 ||| 63 ||| 63 ||| 

1 ||| 17 ||| 16 ||| 63 ||| 63 ||| 63 ||| 

2 ||| 17 ||| 16 ||| 63 ||| 63 ||| 63 ||| 

2 ||| 18 ||| 16 ||| 63 ||| 63 ||| 63 ||| 

2 ||| 18 ||| 17 ||| 63 ||| 63 ||| 63 ||| 

2 ||| 18 ||| 18 ||| 63 ||| 63 ||| 63 ||| 

2 ||| 19 ||| 18 ||| 63 ||| 63 ||| 63 ||| 

3 ||| 19 ||| 18 ||| 63 ||| 63 ||| 63 ||| 

3 ||| 19 ||| 19 ||| 63 ||| 63 ||| 63 ||| 

3 ||| 20 ||| 19 ||| 63 ||| 63 ||| 63 ||| 

4 ||| 20 ||| 19 ||| 63 ||| 63 ||| 63 ||| 

4 ||| 21 ||| 19 ||| 63 ||| 63 ||| 63 ||| 

4 ||| 21 ||| 20 ||| 63 ||| 63 ||| 63 ||| 

5 ||| 21 ||| 20 ||| 63 ||| 63 ||| 63 ||| 

6 ||| 21 ||| 20 ||| 63 ||| 63 ||| 63 ||| 

6 ||| 21 ||| 21 ||| 63 ||| 63 ||| 63 ||| 

6 ||| 22 ||| 21 ||| 63 ||| 63 ||| 63 ||| 

6 ||| 23 ||| 21 ||| 63 ||| 63 ||| 63 ||| 

7 ||| 23 ||| 21 ||| 63 ||| 63 ||| 63 ||| 

7 ||| 23 ||| 22 ||| 63 ||| 63 ||| 63 ||| 

8 ||| 23 ||| 22 ||| 63 ||| 63 ||| 63 ||| 

8 ||| 24 ||| 22 ||| 63 ||| 63 ||| 63 ||| 

8 ||| 24 ||| 23 ||| 63 ||| 63 ||| 63 ||| 

9 ||| 24 ||| 23 ||| 63 ||| 63 ||| 63 ||| 

9 ||| 24 ||| 24 ||| 63 ||| 63 ||| 63 ||| 

9 ||| 25 ||| 24 ||| 63 ||| 63 ||| 63 ||| 

9 ||| 26 ||| 24 ||| 63 ||| 63 ||| 63 ||| 

9 ||| 26 ||| 25 ||| 63 ||| 63 ||| 63 ||| 

10 ||| 26 ||| 25 ||| 63 ||| 63 ||| 63 ||| 

10 ||| 27 ||| 25 ||| 63 ||| 63 ||| 63 ||| 

11 ||| 27 ||| 25 ||| 63 ||| 63 ||| 63 ||| 

11 ||| 27 ||| 26 ||| 63 ||| 63 ||| 63 ||| 

11 ||| 28 ||| 26 ||| 63 ||| 63 ||| 63 ||| 

12 ||| 28 ||| 26 ||| 63 ||| 63 ||| 63 ||| 

12 ||| 28 ||| 27 ||| 63 ||| 63 ||| 63 ||| 

12 ||| 28 ||| 28 ||| 63 ||| 63 ||| 63 ||| 

13 ||| 28 ||| 28 ||| 63 ||| 63 ||| 63 ||| 

13 ||| 29 ||| 28 ||| 63 ||| 63 ||| 63 ||| 

13 ||| 29 ||| 29 ||| 63 ||| 63 ||| 63 ||| 

14 ||| 29 ||| 29 ||| 63 ||| 63 ||| 63 ||| 

14 ||| 30 ||| 29 ||| 63 ||| 63 ||| 63 ||| 

15 ||| 30 ||| 29 ||| 63 ||| 63 ||| 63 ||| 

15 ||| 31 ||| 29 ||| 63 ||| 63 ||| 63 ||| 

15 ||| 31 ||| 30 ||| 63 ||| 63 ||| 63 ||| 

15 ||| 31 ||| 31 ||| 63 ||| 63 ||| 63 ||| 

15 ||| 0 ||| 31 ||| 63 ||| 63 ||| 63 ||| 

16 ||| 0 ||| 31 ||| 63 ||| 63 ||| 63 ||| 

16 ||| 1 ||| 31 ||| 63 ||| 63 ||| 63 ||| 

16 ||| 1 ||| 0 ||| 63 ||| 63 ||| 63 ||| 

17 ||| 1 ||| 0 ||| 63 ||| 63 ||| 63 ||| 

17 ||| 2 ||| 0 ||| 63 ||| 63 ||| 63 ||| 

18 ||| 2 ||| 0 ||| 63 ||| 63 ||| 63 ||| 

18 ||| 2 ||| 1 ||| 63 ||| 63 ||| 63 ||| 

18 ||| 3 ||| 1 ||| 63 ||| 63 ||| 63 ||| 

18 ||| 3 ||| 2 ||| 63 ||| 63 ||| 63 ||| 

19 ||| 3 ||| 2 ||| 63 ||| 63 ||| 63 ||| 

19 ||| 4 ||| 2 ||| 63 ||| 63 ||| 63 ||| 

20 ||| 4 ||| 2 ||| 63 ||| 63 ||| 63 ||| 

20 ||| 4 ||| 3 ||| 63 ||| 63 ||| 63 ||| 

20 ||| 4 ||| 4 ||| 63 ||| 63 ||| 63 ||| 

20 ||| 5 ||| 4 ||| 63 ||| 63 ||| 63 ||| 

21 ||| 5 ||| 4 ||| 63 ||| 63 ||| 63 ||| 

21 ||| 5 ||| 5 ||| 63 ||| 63 ||| 63 ||| 

22 ||| 5 ||| 5 ||| 63 ||| 63 ||| 63 ||| 

22 ||| 6 ||| 5 ||| 63 ||| 63 ||| 63 ||| 

23 ||| 6 ||| 5 ||| 63 ||| 63 ||| 63 ||| 

23 ||| 7 ||| 5 ||| 63 ||| 63 ||| 63 ||| 

23 ||| 7 ||| 6 ||| 63 ||| 63 ||| 63 ||| 

24 ||| 7 ||| 6 ||| 63 ||| 63 ||| 63 ||| 

24 ||| 8 ||| 6 ||| 63 ||| 63 ||| 63 ||| 

24 ||| 8 ||| 7 ||| 63 ||| 63 ||| 63 ||| 

24 ||| 8 ||| 8 ||| 63 ||| 63 ||| 63 ||| 

24 ||| 9 ||| 8 ||| 63 ||| 63 ||| 63 ||| 

25 ||| 9 ||| 8 ||| 63 ||| 63 ||| 63 ||| 

26 ||| 9 ||| 8 ||| 63 ||| 63 ||| 63 ||| 

26 ||| 9 ||| 9 ||| 63 ||| 63 ||| 63 ||| 

26 ||| 10 ||| 9 ||| 63 ||| 63 ||| 63 ||| 

27 ||| 10 ||| 9 ||| 63 ||| 63 ||| 63 ||| 

27 ||| 11 ||| 9 ||| 63 ||| 63 ||| 63 ||| 

27 ||| 11 ||| 10 ||| 63 ||| 63 ||| 63 ||| 

28 ||| 11 ||| 10 ||| 63 ||| 63 ||| 63 ||| 

28 ||| 12 ||| 10 ||| 63 ||| 63 ||| 63 ||| 

28 ||| 12 ||| 11 ||| 63 ||| 63 ||| 63 ||| 

28 ||| 12 ||| 12 ||| 63 ||| 63 ||| 63 ||| 

29 ||| 12 ||| 12 ||| 63 ||| 63 ||| 63 ||| 

29 ||| 13 ||| 12 ||| 63 ||| 63 ||| 63 ||| 

30 ||| 13 ||| 12 ||| 63 ||| 63 ||| 63 ||| 

30 ||| 13 ||| 13 ||| 63 ||| 63 ||| 63 ||| 

30 ||| 14 ||| 13 ||| 63 ||| 63 ||| 63 ||| 

31 ||| 14 ||| 13 ||| 63 ||| 63 ||| 63 ||| 

31 ||| 14 ||| 14 ||| 63 ||| 63 ||| 63 ||| 

31 ||| 15 ||| 14 ||| 63 ||| 63 ||| 63 ||| 

31 ||| 15 ||| 15 ||| 63 ||| 63 ||| 63 ||| 

0 ||| 15 ||| 15 ||| 63 ||| 63 ||| 63 ||| 

0 ||| 16 ||| 15 ||| 63 ||| 63 ||| 63 ||| 

0 ||| 16 ||| 16 ||| 63 ||| 63 ||| 63 ||| 

0 ||| 17 ||| 16 ||| 63 ||| 63 ||| 63 ||| 

1 ||| 17 ||| 16 ||| 63 ||| 63 ||| 63 ||| 

1 ||| 18 ||| 16 ||| 63 ||| 63 ||| 63 ||| 

2 ||| 18 ||| 16 ||| 63 ||| 63 ||| 63 ||| 

2 ||| 18 ||| 17 ||| 63 ||| 63 ||| 63 ||| 

2 ||| 19 ||| 17 ||| 63 ||| 63 ||| 63 ||| 

2 ||| 19 ||| 18 ||| 63 ||| 63 ||| 63 ||| 

3 ||| 19 ||| 18 ||| 63 ||| 63 ||| 63 ||| 

3 ||| 20 ||| 18 ||| 63 ||| 63 ||| 63 ||| 

4 ||| 20 ||| 18 ||| 63 ||| 63 ||| 63 ||| 

4 ||| 20 ||| 19 ||| 63 ||| 63 ||| 63 ||| 

4 ||| 21 ||| 19 ||| 63 ||| 63 ||| 63 ||| 

5 ||| 21 ||| 19 ||| 63 ||| 63 ||| 63 ||| 

5 ||| 21 ||| 20 ||| 63 ||| 63 ||| 63 ||| 

5 ||| 22 ||| 20 ||| 63 ||| 63 ||| 63 ||| 

5 ||| 22 ||| 21 ||| 63 ||| 63 ||| 63 ||| 

6 ||| 22 ||| 21 ||| 63 ||| 63 ||| 63 ||| 

6 ||| 22 ||| 22 ||| 63 ||| 63 ||| 63 ||| 

6 ||| 23 ||| 22 ||| 63 ||| 63 ||| 63 ||| 

7 ||| 23 ||| 22 ||| 63 ||| 63 ||| 63 ||| 

